GFA,Class
Al10La80Ni10,RMG
Al10La86Ni4,RMG
Al10Mg65Zn25,RMG
Al10Mg70Zn20,RMG
Al10Mg75Zn15,RMG
Al10Ni10Zr80,RMG
Al10Ni15Zr75,RMG
Al10Ni20Zr70,RMG
Al10Ni25Ti65,RMG
Al10Ni25Zr65,RMG
Al10Ni30Ti60,RMG
Al10Ni30Zr60,RMG
Al10Ni32.4Zr57.6,RMG
Al10Ni35Zr55,RMG
Al10Ni36Ti54,RMG
Al10Ni40Ti50,RMG
Al10Ni40Zr50,RMG
Al10Ni50Zr40,RMG
Al10Ni55Zr35,RMG
Al10Ni60Zr30,RMG
Al11La27Ni62,RMG
Al11La87Ni2,RMG
Al11Ni60Zr29,RMG
Al11Ni6Zr83,RMG
Al12B14Fe74,RMG
Al12B18Co70,RMG
Al12B18Ni70,RMG
Al12B22Co66,RMG
Al12B22Fe66,RMG
Al12B22Ni66,RMG
Al12B26Co62,RMG
Al12B26Ni62,RMG
Al12B30Co58,RMG
Al12B30Ni58,RMG
Al12B34Co54,RMG
Al12B34Ni54,RMG
Al12B38Co50,RMG
Al12Ce8Cu80,RMG
Al12Cu80Nd8,RMG
Al12Ga12Mg76,RMG
Al13Ni58Zr29,RMG
Al14Ni4Zr82,RMG
Al15Ca70Mg15,RMG
Al15Cu20Zr65,RMG
Al15Cu25La60,RMG
Al15Cu25Ti60,RMG
Al15Cu25Zr60,RMG
Al15Cu30Ti55,RMG
Al15Cu34Ti51,RMG
Al15Cu34Y51,RMG
Al15Cu35Ti50,RMG
Al15Cu40Ti45,RMG
Al15Cu50Ti35,RMG
Al15Cu60Ti25,RMG
Al15Fe15Zr70,RMG
Al15La26Ni59,RMG
Al15La30Ni55,RMG
Al15La40Ni45,RMG
Al15La50Ni35,RMG
Al15La55Ni30,RMG
Al15La60Ni25,RMG
Al15La65Ni20,RMG
Al15La70Ni15,RMG
Al15La75Ni10,RMG
Al15La80Ni5,RMG
Al15Mn15Zr70,RMG
Al15Ni10Zr75,RMG
Al15Ni15Zr70,RMG
Al15Ni20Zr65,RMG
Al15Ni25Ti60,RMG
Al15Ni30.6Zr54.4,RMG
Al15Ni30Zr55,RMG
Al15Ni35Zr50,RMG
Al15Ni40Zr45,RMG
Al15Ni45Zr40,RMG
Al15Ni50Zr35,RMG
Al15Ni55Zr30,RMG
Al15Ni5Zr80,RMG
Al16B14Co70,RMG
Al16B14Fe70,RMG
Al16B18Co66,RMG
Al16B18Fe66,RMG
Al16B18Ni66,RMG
Al16B22Co62,RMG
Al16B22Fe62,RMG
Al16B22Ni62,RMG
Al16B26Co58,RMG
Al16B26Fe58,RMG
Al16B26Ni58,RMG
Al16B30Co54,RMG
Al16B30Ni54,RMG
Al16B34Co50,RMG
Al16B34Ni50,RMG
Al16B38Ni46,RMG
Al16Ni56Zr28,RMG
Al17La24Ni59,RMG
Al18Ga36Mg46,RMG
Al18Ni2Zr80,RMG
Al18Ni54Zr28,RMG
Al19La22Ni59,RMG
Al1La49Ni50,RMG
Al1La81Ni18,RMG
Al1Ni16Zr83,RMG
Al2.5Fe65Tb32.5,RMG
Al20B14Fe66,RMG
Al20B18Fe62,RMG
Al20B18Ni62,RMG
Al20B22Ni58,RMG
Al20B26Co54,RMG
Al20B26Fe54,RMG
Al20B26Ni54,RMG
Al20B30Co50,RMG
Al20B30Fe50,RMG
Al20B30Ni50,RMG
Al20B34Co46,RMG
Al20B34Fe46,RMG
Al20B34Ni46,RMG
Al20B38Co42,RMG
Al20B40Ni40,RMG
Al20Ca10Mg70,RMG
Al20Ca60Ga20,RMG
Al20Cr10Zr70,RMG
Al20Cu15Zr65,RMG
Al20Cu20La60,RMG
Al20Cu25La55,RMG
Al20Cu25Zr55,RMG
Al20Cu30Ti50,RMG
Al20Cu32Ti48,RMG
Al20Cu32Y48,RMG
Al20Cu35Ti45,RMG
Al20Cu40La40,RMG
Al20Cu50La30,RMG
Al20Cu50Ti30,RMG
Al20Cu60Ti20,RMG
Al20La30Ni50,RMG
Al20La35Ni45,RMG
Al20La40Ni40,RMG
Al20La45Ni35,RMG
Al20La50Ni30,RMG
Al20La55Ni25,RMG
Al20La60Ni20,RMG
Al20La65Ni15,RMG
Al20La70Ni10,RMG
Al20La75Ni5,RMG
Al20Ni10Zr70,RMG
Al20Ni15Zr65,RMG
Al20Ni20Ti60,RMG
Al20Ni20Zr60,RMG
Al20Ni25Zr55,RMG
Al20Ni28.8Zr51.2,RMG
Al20Ni2Zr78,RMG
Al20Ni30Ti50,RMG
Al20Ni30Zr50,RMG
Al20Ni32Ti48,RMG
Al20Ni35Zr45,RMG
Al20Ni40Ti40,RMG
Al20Ni40Zr40,RMG
Al20Ni45Zr35,RMG
Al20Ni50Zr30,RMG
Al20Ni52Zr28,RMG
Al21La20Ni59,RMG
Al22.5B10Tb67.5,RMG
Al22.5Ca70Mg7.5,RMG
Al22.5Fe67.5Zr10,RMG
Al22Ni2Zr76,RMG
Al22Ni50Zr28,RMG
Al24B26Co50,RMG
Al24B26Ni50,RMG
Al24B34Co42,RMG
Al24B40Co36,RMG
Al24La18Ni58,RMG
Al24Ni2Zr74,RMG
Al24Ni48Zr28,RMG
Al25Au20La55,RMG
Al25Ce55Ni20,RMG
Al25Cr20La55,RMG
Al25Cu10La65,RMG
Al25Cu15La60,RMG
Al25Cu25La50,RMG
Al25Cu35La40,RMG
Al25Cu35Ti40,RMG
Al25Cu50Ti25,RMG
Al25Cu55Ti20,RMG
Al25Fe20La55,RMG
Al25La20Ni55,RMG
Al25La30Ni45,RMG
Al25La40Ni35,RMG
Al25La45Ni30,RMG
Al25La50Ni25,RMG
Al25La55Mn20,RMG
Al25La55Pt20,RMG
Al25La55Zn20,RMG
Al25La60Ni15,RMG
Al25La65Ni10,RMG
Al25La70Ni5,RMG
Al25Nd55Ni20,RMG
Al25Ni10Zr65,RMG
Al25Ni15Zr60,RMG
Al25Ni20Sm55,RMG
Al25Ni20Y55,RMG
Al25Ni20Zr55,RMG
Al25Ni25Ti50,RMG
Al25Ni25Zr50,RMG
Al25Ni27Zr48,RMG
Al25Ni30Zr45,RMG
Al25Ni35Ti40,RMG
Al25Ni35Zr40,RMG
Al25Ni40Zr35,RMG
Al25Ni45Zr30,RMG
Al25Ni5Zr70,RMG
Al26La18Ni56,RMG
Al26Ni46Zr28,RMG
Al26Ni4Zr70,RMG
Al26Ni8Zr66,RMG
Al27Ni10Zr63,RMG
Al27Ni6Zr67,RMG
Al28La18Ni54,RMG
Al28Ni12Zr60,RMG
Al28Ni44Zr28,RMG
Al2Co88Zr10,RMG
Al2La39Ni59,RMG
Al2La40Ni58,RMG
Al2La42Ni56,RMG
Al2La44Ni54,RMG
Al2La82Ni16,RMG
Al2Ni14Zr84,RMG
Al2Ni66Zr32,RMG
Al2Ni88Zr10,RMG
Al30Ca60Ga10,RMG
Al30Cu10La60,RMG
Al30Cu15La55,RMG
Al30Cu20La50,RMG
Al30Cu28Y42,RMG
Al30Cu35La35,RMG
Al30Cu40La30,RMG
Al30Cu50Ti20,RMG
Al30La18Ni52,RMG
Al30La20Ni50,RMG
Al30La25Ni45,RMG
Al30La30Ni40,RMG
Al30La35Ni35,RMG
Al30La40Ni30,RMG
Al30La45Ni25,RMG
Al30La50Ni20,RMG
Al30La55Ni15,RMG
Al30La60Ni10,RMG
Al30La65Ni5,RMG
Al30Ni14Zr56,RMG
Al30Ni15Zr55,RMG
Al30Ni20Zr50,RMG
Al30Ni25Zr45,RMG
Al30Ni28Ti42,RMG
Al30Ni30Zr40,RMG
Al30Ni35Zr35,RMG
Al30Ni40Zr30,RMG
Al30Ni42Zr28,RMG
Al32La18Ni50,RMG
Al32Ni16Zr52,RMG
Al32Ni20Zr48,RMG
Al32Ni40Zr28,RMG
Al33.4Fe33.3Gd33.3,RMG
Al33Ni22Zr45,RMG
Al33Ni38Zr29,RMG
Al34La18Ni48,RMG
Al34Ni20Zr46,RMG
Al34Ni24Zr42,RMG
Al34Ni34Zr32,RMG
Al34Ni36Zr30,RMG
Al35Cu10La55,RMG
Al35Cu15La50,RMG
Al35Cu50Ti15,RMG
Al35La30Ni35,RMG
Al35La40Ni25,RMG
Al35La50Ni15,RMG
Al35La60Ni5,RMG
Al35Ni26Zr39,RMG
Al35Ni35Zr30,RMG
Al36La18Ni46,RMG
Al36Ni30Zr34,RMG
Al38Cr10Ge52,RMG
Al38La18Ni44,RMG
Al3Fe80P17,RMG
Al3La83Ni14,RMG
Al40Cu50Ti10,RMG
Al40La18Ni42,RMG
Al40La20Ni40,RMG
Al40La25Ni35,RMG
Al40La30Ni30,RMG
Al40La35Ni25,RMG
Al40La40Ni20,RMG
Al40La45Ni15,RMG
Al40La50Ni10,RMG
Al40La55Ni5,RMG
Al42Co10Ge48,RMG
Al42Fe10Ge48,RMG
Al42Ge48Mn10,RMG
Al42La18Ni40,RMG
Al44La18Ni38,RMG
Al45La40Ni15,RMG
Al45Mn20Si35,RMG
Al48La18Ni34,RMG
Al4B14Fe82,RMG
Al4B18Co78,RMG
Al4B18Fe78,RMG
Al4B18Ni78,RMG
Al4B22Co74,RMG
Al4B22Fe74,RMG
Al4B22Ni74,RMG
Al4B26Co70,RMG
Al4B26Ni70,RMG
Al4B30Co66,RMG
Al4B30Ni66,RMG
Al4B34Co62,RMG
Al4B34Ni62,RMG
Al4B38Ni58,RMG
Al4B42Ni54,RMG
Al4La36Ni60,RMG
Al4Ni12Zr84,RMG
Al50Cr15Si35,RMG
Al50Cu40Ti10,RMG
Al50Cu45Ti5,RMG
Al50Ge40Mn10,RMG
Al50La18Ni32,RMG
Al50La20Ni30,RMG
Al50La25Ni25,RMG
Al50La35Ni15,RMG
Al50La45Ni5,RMG
Al50Mn20Si30,RMG
Al50Ni30Y20,RMG
Al52Cr10Si38,RMG
Al52Fe23Ge25,RMG
Al52Fe23Si25,RMG
Al52Ge38V10,RMG
Al52Ni23Si25,RMG
Al53La30Ni17,RMG
Al53La32Ni15,RMG
Al53La34Ni13,RMG
Al53La36Ni11,RMG
Al53La37Ni10,RMG
Al53Mg21Pd26,RMG
Al53Mn20Si27,RMG
Al54La16Ni30,RMG
Al55Cr10Si35,RMG
Al55Cr15Si30,RMG
Al55Cu35V10,RMG
Al55Cu40Ti5,RMG
Al55Ge30V15,RMG
Al55Ge35V10,RMG
Al55La20Ni25,RMG
Al55La28Ni17,RMG
Al55La37Ni8,RMG
Al55La40Ni5,RMG
Al55Mn10Si35,RMG
Al55Mn15Si30,RMG
Al55Mn20Si25,RMG
Al55Ni25Y20,RMG
Al56La16Ni28,RMG
Al56La40Ni4,RMG
Al56La42Ni2,RMG
Al57Co18Ge25,RMG
Al57Ge25Mn18,RMG
Al57Ge25V18,RMG
Al57La26Ni17,RMG
Al57La37Ni6,RMG
Al57Ni26Zr17,RMG
Al57Ni28Zr15,RMG
Al57Ni30Zr13,RMG
Al57Ni32Zr11,RMG
Al58Cr17Si25,RMG
Al58La14Ni28,RMG
Al58Ni32Zr10,RMG
Al59Ge31Ni10,RMG
Al59La24Ni17,RMG
Al59Ni24Zr17,RMG
Al59Ni32Zr9,RMG
Al5Co85Zr10,RMG
Al5Cu30Zr65,RMG
Al5Cu38Ti57,RMG
Al5Cu38Y57,RMG
Al5Cu50Ti45,RMG
Al5Cu55Ti40,RMG
Al5Cu60Ti35,RMG
Al5Fe85Si10,RMG
Al5La40Ni55,RMG
Al5La65Ni30,RMG
Al5La83Ni12,RMG
Al5Mg50Zn45,RMG
Al5Mg65Zn30,RMG
Al5Mg70Zn25,RMG
Al5Mg75Zn20,RMG
Al5Ni10Zr85,RMG
Al5Ni15Zr80,RMG
Al5Ni20Zr75,RMG
Al5Ni25Zr70,RMG
Al5Ni30Zr65,RMG
Al5Ni34.2Zr60.8,RMG
Al5Ni35Zr60,RMG
Al5Ni40Zr55,RMG
Al5Ni45Zr50,RMG
Al5Ni50Zr45,RMG
Al5Ni55Zr40,RMG
Al5Ni60Zr35,RMG
Al5Ni65Zr30,RMG
Al5Ni85Zr10,RMG
Al60Ce10Ni30,RMG
Al60Cr10Ge30,RMG
Al60Cr10Si30,RMG
Al60Cr15Si25,RMG
Al60Cu30V10,RMG
Al60Ge25V15,RMG
Al60Ge30Mn10,RMG
Al60Ge30Ni10,RMG
Al60Ge30V10,RMG
Al60La20Ni20,RMG
Al60Mn15Si25,RMG
Al60Ni20Zr20,RMG
Al60Ni25Y15,RMG
Al60Ni30Zr10,RMG
Al61Ce10Ni29,RMG
Al62Ge25Ni13,RMG
Al62La10Ni28,RMG
Al62Ni20Zr18,RMG
Al62Ni30Zr8,RMG
Al63Fe12Si25,RMG
Al63La20Ni17,RMG
Al64Ge26Ni10,RMG
Al64La8Ni28,RMG
Al64Ni28Zr8,RMG
Al65Ce15Ni20,RMG
Al65Ce5Ni30,RMG
Al65Cr10Si25,RMG
Al65Cu20Gd15,RMG
Al65Cu25V10,RMG
Al65Cu30V5,RMG
Al65Gd15Ni20,RMG
Al65Ge25V10,RMG
Al65La15Ni20,RMG
Al65La18Ni17,RMG
Al65Mn10Si25,RMG
Al65Mn15Si20,RMG
Al65Mo5Ni30,RMG
Al65Nd15Ni20,RMG
Al65Ni15Si20,RMG
Al65Ni15Sm20,RMG
Al65Ni16Si19,RMG
Al65Ni17.5Si17.5,RMG
Al65Ni18Zr17,RMG
Al65Ni20Zr15,RMG
Al66La6Ni28,RMG
Al66Mn14Si20,RMG
Al66Ni10Si24,RMG
Al66Ni26Zr8,RMG
Al67.5Ni15Si17.5,RMG
Al67Cu20V13,RMG
Al67La16Ni17,RMG
Al68Cr10Si22,RMG
Al68Ge22V10,RMG
Al68La4Ni28,RMG
Al68Ni24Zr8,RMG
Al69Co6Ge25,RMG
Al69Fe6Ge25,RMG
Al69Ge25Mn6,RMG
Al69Ge25Ni6,RMG
Al69Ge25V6,RMG
Al69La14Ni17,RMG
Al6Ce10Cu84,RMG
Al6Cu84Nd10,RMG
Al6Cu86Nd8,RMG
Al6La30Ni64,RMG
Al6La32Ni62,RMG
Al6La86Ni8,RMG
Al6Ni64Zr30,RMG
Al7.5Cu27.5Zr65,RMG
Al7.5Fe61.7Tb30.8,RMG
Al70Ce10Ni20,RMG
Al70Ce15Ni15,RMG
Al70Cu20V10,RMG
Al70Gd10Ni20,RMG
Al70Gd15Ni15,RMG
Al70La5Ni25,RMG
Al70Mo10Ni20,RMG
Al70Mo5Ni25,RMG
Al70Nd10Ni20,RMG
Al70Nd15Ni15,RMG
Al70Ni10Sm20,RMG
Al70Ni13Si17,RMG
Al70Ni15Si15,RMG
Al70Ni15Sm15,RMG
Al70Ni15Y15,RMG
Al70Ni16Zr14,RMG
Al70Ni20Sm10,RMG
Al70Ni20Zr10,RMG
Al70Ni22Zr8,RMG
Al71Co4Si25,RMG
Al71Cr4Si25,RMG
Al71La13Ni16,RMG
Al71Mg17Pd12,RMG
Al71Ni4Si25,RMG
Al72La2Ni26,RMG
Al73Ge17Mn10,RMG
Al73La13Ni14,RMG
Al73Ni20Zr7,RMG
Al74Gd10Ni16,RMG
Al74La2Ni24,RMG
Al74Nd10Ni16,RMG
Al74Ni14Zr12,RMG
Al75Ce10Cu15,RMG
Al75Ce10Ni15,RMG
Al75Ce5Ni20,RMG
Al75Co10Si15,RMG
Al75Cu15V10,RMG
Al75Cu20V5,RMG
Al75Fe14Ni11,RMG
Al75Gd10Ni15,RMG
Al75La10Ni15,RMG
Al75La13Ni12,RMG
Al75La5Ni20,RMG
Al75Mo10Ni15,RMG
Al75Mo5Ni20,RMG
Al75Nd10Ni15,RMG
Al75Nd15Ni10,RMG
Al75Ni10Sm15,RMG
Al75Ni10Y15,RMG
Al75Ni15Sm10,RMG
Al75Ni15Y10,RMG
Al76La2Ni22,RMG
Al76Ni18Zr6,RMG
Al77La13Ni10,RMG
Al78Co10Ge12,RMG
Al78Fe10Ge12,RMG
Al78Gd12Ni10,RMG
Al78La2Ni20,RMG
Al78Ni10Sm12,RMG
Al78Ni12Zr10,RMG
Al78Ni15Y7,RMG
Al79La13Ni8,RMG
Al79Nd10Ni11,RMG
Al79Ni10Si11,RMG
Al79Ni16Zr5,RMG
Al80Ce10Co10,RMG
Al80Ce10Cu10,RMG
Al80Ce10Fe10,RMG
Al80Ce10Nb10,RMG
Al80Ce10Ni10,RMG
Al80Ce5Co15,RMG
Al80Ce5Cu15,RMG
Al80Ce5Ni15,RMG
Al80Cu10V10,RMG
Al80Cu15V5,RMG
Al80Cu8Y12,RMG
Al80Gd10Ni10,RMG
Al80Gd5Ni15,RMG
Al80La10Ni10,RMG
Al80La2Ni18,RMG
Al80Mo5Ni15,RMG
Al80Nd10Ni10,RMG
Al80Nd12Ni8,RMG
Al80Nd2Ni18,RMG
Al80Nd4Ni16,RMG
Al80Nd5Ni15,RMG
Al80Nd8Ni12,RMG
Al80Ni10Sm10,RMG
Al80Ni10Y10,RMG
Al80Ni15Sm5,RMG
Al80Ni15Y5,RMG
Al80Ni15Zr5,RMG
Al80Ni5Sm15,RMG
Al81Gd9Ni10,RMG
Al81La13Ni6,RMG
Al81Nd9Ni10,RMG
Al81Ni10Sm9,RMG
Al81Ni10Zr9,RMG
Al82La2Ni16,RMG
Al82Nd10Ni8,RMG
Al82Nd2Ni16,RMG
Al82Nd4Ni14,RMG
Al82Nd6Ni12,RMG
Al82Nd8Ni10,RMG
Al82Ni13Zr5,RMG
Al82Ni14Zr4,RMG
Al82Ni5Y13,RMG
Al82Ni8Y10,RMG
Al83Ce5Co12,RMG
Al83Ce7Cu10,RMG
Al83Ce7Fe10,RMG
Al83Ce7Nb10,RMG
Al83Gd5Ni12,RMG
Al83Gd7Ni10,RMG
Al83Gd9Ni8,RMG
Al83La13Ni4,RMG
Al83Nd7Ni10,RMG
Al83Nd9Ni8,RMG
Al83Ni10Sm7,RMG
Al83Ni10Zr7,RMG
Al83Ni8Sm9,RMG
Al84Gd10Ni6,RMG
Al84La2Ni14,RMG
Al84Nd10Ni6,RMG
Al84Nd12Ni4,RMG
Al84Nd1Ni15,RMG
Al84Nd2Ni14,RMG
Al84Nd4Ni12,RMG
Al84Nd6Ni10,RMG
Al84Nd8Ni8,RMG
Al84Ni10Zr6,RMG
Al84Ni8Zr8,RMG
Al85Ca10Co5,RMG
Al85Ca10Cu5,RMG
Al85Ca10Fe5,RMG
Al85Ca10Mg5,RMG
Al85Ca10Ni5,RMG
Al85Ca10Zn5,RMG
Al85Ce10Co5,RMG
Al85Ce10Cr5,RMG
Al85Ce10Cu5,RMG
Al85Ce10Fe5,RMG
Al85Ce10Mn5,RMG
Al85Ce10Nb5,RMG
Al85Ce10Ni5,RMG
Al85Ce5Co10,RMG
Al85Ce5Cu10,RMG
Al85Ce5Fe10,RMG
Al85Cu5V10,RMG
Al85Cu6Y9,RMG
Al85Gd10Ni5,RMG
Al85Gd5Ni10,RMG
Al85Gd8Ni7,RMG
Al85Gd9Ni6,RMG
Al85La10Ni5,RMG
Al85La13Ni2,RMG
Al85La5Ni10,RMG
Al85La6Ni9,RMG
Al85La7.5Mo7.5,RMG
Al85La7.5Nb7.5,RMG
Al85La7.5Zr7.5,RMG
Al85Mo3Ni12,RMG
Al85Mo5Ni10,RMG
Al85Nd10Ni5,RMG
Al85Nd2Ni13,RMG
Al85Nd5Ni10,RMG
Al85Nd7Ni8,RMG
Al85Nd9Ni6,RMG
Al85Ni10Sm5,RMG
Al85Ni10Y5,RMG
Al85Ni10Zr5,RMG
Al85Ni5Sm10,RMG
Al85Ni5Y10,RMG
Al85Ni6Sm9,RMG
Al85Ni8Sm7,RMG
Al86.5Mn1Ni12.5,RMG
Al86.5Mn2Ni11.5,RMG
Al86.7Fe1Ni12.3,RMG
Al86Ce10Mn4,RMG
Al86Ce4Ni10,RMG
Al86Ce6Ni8,RMG
Al86Co12Fe2,RMG
Al86Fe2Ni12,RMG
Al86Fe3Ni11,RMG
Al86La2Ni12,RMG
Al86Nd10Ni4,RMG
Al86Nd1Ni13,RMG
Al86Nd2Ni12,RMG
Al86Nd4Ni10,RMG
Al86Nd6Ni8,RMG
Al86Nd8Ni6,RMG
Al86Ni10Zr4,RMG
Al86Ni12Zr2,RMG
Al86Ni9Zr5,RMG
Al87.5Ca7.5Fe5,RMG
Al87.5Ca7.5Ni5,RMG
Al87.5Fe0.5Ni12,RMG
Al87.5Fe2Ni10.5,RMG
Al87.5Fe3.5Ni9,RMG
Al87.5Mn0.5Ni12,RMG
Al87Ce10Cr3,RMG
Al87Ce5Ni8,RMG
Al87Ce6Ni7,RMG
Al87Ce8Co5,RMG
Al87Ce8Cu5,RMG
Al87Ce8Fe5,RMG
Al87Ce8Nb5,RMG
Al87Co11Fe2,RMG
Al87Co1Ni12,RMG
Al87Co2Ni11,RMG
Al87Fe1Ni12,RMG
Al87Fe3Ni10,RMG
Al87La5Ni8,RMG
Al87Mn1Ni12,RMG
Al87Mn2.5Ni10.5,RMG
Al87Nd5Ni8,RMG
Al87Nd7Ni6,RMG
Al87Ni10Y3,RMG
Al87Ni10Zr3,RMG
Al87Ni3Y10,RMG
Al87Ni5Y8,RMG
Al87Ni6Sm7,RMG
Al87Ni8Sm5,RMG
Al88.5Fe3Ni8.5,RMG
Al88Ce10Co2,RMG
Al88Ce10Cu2,RMG
Al88Ce10Fe2,RMG
Al88Ce10Mn2,RMG
Al88Ce10Nb2,RMG
Al88Ce10V2,RMG
Al88Ce2Co10,RMG
Al88Ce2Fe10,RMG
Al88Ce2Ni10,RMG
Al88Co4Ni8,RMG
Al88Co5Ni7,RMG
Al88Fe1Ni11,RMG
Al88Fe3Ni9,RMG
Al88La10Ni2,RMG
Al88La2Ni10,RMG
Al88La6Ni6,RMG
Al88La7Ni5,RMG
Al88Mn1Ni11,RMG
Al88Mn2Ni10,RMG
Al88Nd10Ni2,RMG
Al88Nd1Ni11,RMG
Al88Nd2Ni10,RMG
Al88Nd4Ni8,RMG
Al88Nd6Ni6,RMG
Al88Nd8Ni4,RMG
Al88Ni10Y2,RMG
Al88Ni10Zr2,RMG
Al88Ni7Zr5,RMG
Al88Ni9Y3,RMG
Al89Ce10Ni1,RMG
Al89La7Ni4,RMG
Al89Ni1Sm10,RMG
Al89Ni9Zr2,RMG
Al8B14Fe78,RMG
Al8B18Co74,RMG
Al8B18Fe74,RMG
Al8B18Ni74,RMG
Al8B22Co70,RMG
Al8B22Fe70,RMG
Al8B22Ni70,RMG
Al8B26Co66,RMG
Al8B26Ni66,RMG
Al8B30Co62,RMG
Al8B30Ni62,RMG
Al8B34Co58,RMG
Al8B34Ni58,RMG
Al8B38Ni54,RMG
Al8B42Ni50,RMG
Al8Ce10Cu82,RMG
Al8Ce8Cu84,RMG
Al8Cu84Nd8,RMG
Al8Ga16Mg76,RMG
Al8La86Ni6,RMG
Al8Ni8Zr84,RMG
Al8Si7Zr85,RMG
Al90Ca7.5Fe2.5,RMG
Al90Ca7.5Ni2.5,RMG
Al90Ce3Co7,RMG
Al90Ce3Fe7,RMG
Al90Ce5Co5,RMG
Al90Ce5Fe5,RMG
Al90Ce8Nb2,RMG
Al90Cu5La5,RMG
Al90Gd5Ni5,RMG
Al90La8Ni2,RMG
Al90Nd2Ni8,RMG
Al90Nd3Ni7,RMG
Al90Nd4Ni6,RMG
Al90Nd5Ni5,RMG
Al90Nd6Ni4,RMG
Al90Nd8Ni2,RMG
Al90Ni5Sm5,RMG
Al90Ni5Y5,RMG
Al91Ce5Ni4,RMG
Al91La5Ni4,RMG
Al91La7Ni2,RMG
Al92Ce6Nb2,RMG
Al9La27Ni64,RMG
Al9Ni62Zr29,RMG
Au1.7Pd81.8Si16.5,RMG
Au10Pd72Si18,RMG
Au10Pd73.5Si16.5,RMG
Au12.5Pd71Si16.5,RMG
Au12Pd68Si20,RMG
Au12Pd71Si17,RMG
Au15Pd68.5Si16.5,RMG
Au18B10Pr72,RMG
Au1Cu29Mg70,RMG
Au1Pd81Si18,RMG
Au22.5B10Er67.5,RMG
Au22.5B10Gd67.5,RMG
Au22.5B10Pr67.5,RMG
Au22.75Cu68.25La9,RMG
Au2Pd80Si18,RMG
Au2Pd81.5Si16.5,RMG
Au3.5Pd80.5Si16,RMG
Au3.5Pd80Si16.5,RMG
Au3Cu27Mg70,RMG
Au3Pd79Si18,RMG
Au3Pd80.5Si16.5,RMG
Au4.2Pd79.3Si16.5,RMG
Au44.5Cu44.5La11,RMG
Au45.5Cu45.5La9,RMG
Au45Cu45La10,RMG
Au4Pd75Si21,RMG
Au4Pd76Si20,RMG
Au4Pd78Si18,RMG
Au4Pd79.5Si16.5,RMG
Au4Pd79Si17,RMG
Au4Pd81Si15,RMG
Au53.2Pb27.5Sb19.3,RMG
Au54.6Cu36.4La9,RMG
Au55Pb22.5Sb22.5,RMG
Au5Pd77Si18,RMG
Au5Pd78.5Si16.5,RMG
Au6.7Pd76.8Si16.5,RMG
Au66Pd16Si18,RMG
Au6Pd77.5Si16.5,RMG
Au6Pd78Si16,RMG
Au7.5Pd76Si16.5,RMG
Au76.89Ge13.66Si9.45,RMG
Au77Ge14Si9,RMG
Au7Pd73Si20,RMG
Au7Pd75Si18,RMG
Au7Pd76.5Si16.5,RMG
Au8Pd74Si18,RMG
Au9Cu21Mg70,RMG
Au9Pd75Si16,RMG
B1.5Fe92Zr6.5,RMG
B1.8Ni81.5P16.7,RMG
B10Be20Fe70,RMG
B10C10Fe80,RMG
B10C5Fe85,RMG
B10C7Fe83,RMG
B10C9Fe81,RMG
B10Co20Ti70,RMG
B10Co74Zr16,RMG
B10Co77.5Si12.5,RMG
B10Co77Nb13,RMG
B10Co80Zr10,RMG
B10Cr24Fe66,RMG
B10Cr26Fe64,RMG
B10Cu25Zr65,RMG
B10Cu30Zr60,RMG
B10Cu35Zr55,RMG
B10Fe20Ti70,RMG
B10Fe70Mo20,RMG
B10Fe70Si20,RMG
B10Fe72.5Si17.5,RMG
B10Fe72Mo18,RMG
B10Fe75Mo15,RMG
B10Fe75Nb15,RMG
B10Fe75Si15,RMG
B10Fe75Zr15,RMG
B10Fe77.5Si12.5,RMG
B10Fe78Mo12,RMG
B10Fe78Nb12,RMG
B10Fe78Zr12,RMG
B10Fe79P11,RMG
B10Fe80Ge10,RMG
B10Fe80Mo10,RMG
B10Fe80Ni10,RMG
B10Fe80P10,RMG
B10Fe80Si10,RMG
B10Fe80Zr10,RMG
B10Fe81P9,RMG
B10Fe82Mo8,RMG
B10Fe82Zr8,RMG
B10Fe83Nb7,RMG
B10Fe83P7,RMG
B10Fe83Ta7,RMG
B10Fe83Ti7,RMG
B10Fe85Nb5,RMG
B10Fe85Ni5,RMG
B10Fe85Zr5,RMG
B10Fe87Zr3,RMG
B10Mo70Si20,RMG
B10Mo75Si15,RMG
B10Mo80P10,RMG
B10Ni20Ti70,RMG
B10Ni30Zr60,RMG
B10Ni75Si15,RMG
B10Ni76P14,RMG
B10Ni76Si14,RMG
B10Ni80P10,RMG
B10Ni80Si10,RMG
B10Si20W70,RMG
B11.1Ni81.5P7.4,RMG
B11.25Co63.75V25,RMG
B11C5Fe84,RMG
B11C7Fe82,RMG
B11C9Fe80,RMG
B11Co53.4Mn35.6,RMG
B11Co71.2Mn17.8,RMG
B11Co78Si11,RMG
B11Cr27Fe62,RMG
B11Fe79P10,RMG
B11Fe80P9,RMG
B11Fe82Ti7,RMG
B11Fe84Zr5,RMG
B11Ni78Si11,RMG
B12.2Fe74.8Si13,RMG
B12.5Co75Si12.5,RMG
B12.5Co77.5Si10,RMG
B12.5Co80Si7.5,RMG
B12.5Fe70Si17.5,RMG
B12.5Fe72.5Si15,RMG
B12.5Fe75Si12.5,RMG
B12.5Fe77.5Si10,RMG
B12.5Fe78.5Si9,RMG
B12.5Fe80Si7.5,RMG
B12.5Fe82.5Si5,RMG
